priceChangePercent,priceVolatility,priceTrend,precipitation,rootZoneSoilWetness,temperatureMax,temperatureMin,precipitationDelta,soilWetnessDelta,temperatureMaxDelta,riskLevel
397.3747,131.379,49.8049,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,MEDIUM
397.3747,131.379,49.8049,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,MEDIUM
-0.6718,131.2819,50.0522,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,HIGH
-0.6718,131.2819,50.0522,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW_MEDIUM
-0.6718,131.2819,50.0522,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW_MEDIUM
-0.8213,131.333,49.9186,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,HIGH
-0.8213,131.333,49.9186,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW_MEDIUM
-0.8213,131.333,49.9186,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW_MEDIUM
-2.679,131.5319,49.3986,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,HIGH
-2.679,131.5319,49.3986,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW_MEDIUM
-2.679,131.5319,49.3986,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW_MEDIUM
2.3023,131.57,49.291,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,HIGH
2.3023,131.57,49.291,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW_MEDIUM
2.3023,131.57,49.291,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW_MEDIUM
-2.1526,131.617,49.1693,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,HIGH
-2.1526,131.617,49.1693,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW_MEDIUM
-2.1526,131.617,49.1693,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW_MEDIUM
1.7,131.5611,49.3222,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,HIGH
1.7,131.5611,49.3222,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW_MEDIUM
1.7,131.5611,49.3222,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW_MEDIUM
0.0983,131.5341,49.3938,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,HIGH
0.0983,131.5341,49.3938,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW_MEDIUM
0.0983,131.5341,49.3938,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW_MEDIUM
1.9155,1.7605,-0.0386,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
1.9155,1.7605,-0.0386,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
1.9155,1.7605,-0.0386,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
1.0602,1.7757,0.1779,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
1.0602,1.7757,0.1779,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
1.0602,1.7757,0.1779,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-1.2876,1.8148,0.1196,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-1.2876,1.8148,0.1196,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-1.2876,1.8148,0.1196,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
1.3527,1.5002,0.6236,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
1.3527,1.5002,0.6236,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
1.3527,1.5002,0.6236,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
5.6721,2.2151,1.0448,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,HIGH
5.6721,2.2151,1.0448,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW_MEDIUM
5.6721,2.2151,1.0448,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW_MEDIUM
1.8042,1.8591,1.5394,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
1.8042,1.8591,1.5394,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
1.8042,1.8591,1.5394,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
4.6079,2.1208,1.9029,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
4.6079,2.1208,1.9029,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
4.6079,2.1208,1.9029,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-0.7624,2.2287,1.7953,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-0.7624,2.2287,1.7953,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-0.7624,2.2287,1.7953,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-2.4755,2.6352,1.2465,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-2.4755,2.6352,1.2465,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-2.4755,2.6352,1.2465,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
1.4004,2.6346,1.289,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
1.4004,2.6346,1.289,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
1.4004,2.6346,1.289,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-1.2948,2.6354,1.2881,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-1.2948,2.6354,1.2881,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-1.2948,2.6354,1.2881,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-4.7223,3.2991,0.5287,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-4.7223,3.2991,0.5287,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-4.7223,3.2991,0.5287,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
3.1207,2.8836,0.2098,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
3.1207,2.8836,0.2098,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
3.1207,2.8836,0.2098,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
3.2043,3.0146,0.3848,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
3.2043,3.0146,0.3848,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
3.2043,3.0146,0.3848,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
3.536,2.8428,0.2508,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
3.536,2.8428,0.2508,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
3.536,2.8428,0.2508,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-2.499,2.9751,0.0337,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-2.499,2.9751,0.0337,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-2.499,2.9751,0.0337,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
2.9902,2.9479,0.7169,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
2.9902,2.9479,0.7169,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
2.9902,2.9479,0.7169,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
3.6914,3.1074,1.0033,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
3.6914,3.1074,1.0033,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
3.6914,3.1074,1.0033,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
0.201,0.0,0.201,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
0.201,0.0,0.201,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
0.201,0.0,0.201,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
0.0,0.1005,0.1005,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
0.0,0.1005,0.1005,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
0.0,0.1005,0.1005,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-3.009,1.4681,-0.936,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-3.009,1.4681,-0.936,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-3.009,1.4681,-0.936,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-5.3257,2.2868,-2.0334,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-5.3257,2.2868,-2.0334,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-5.3257,2.2868,-2.0334,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
0.6554,2.3109,-1.4957,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
0.6554,2.3109,-1.4957,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
0.6554,2.3109,-1.4957,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-1.3022,2.1108,-1.4634,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-1.3022,2.1108,-1.4634,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-1.3022,2.1108,-1.4634,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-1.9241,1.9609,-1.5292,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-1.9241,1.9609,-1.5292,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-1.9241,1.9609,-1.5292,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
1.009,2.0172,-1.2119,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
1.009,2.0172,-1.2119,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
1.009,2.0172,-1.2119,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-0.9989,1.95,-1.3619,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-0.9989,1.95,-1.3619,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-0.9989,1.95,-1.3619,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-1.9058,1.8844,-1.6002,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-1.9058,1.8844,-1.6002,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-1.9058,1.8844,-1.6002,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-0.9143,1.8147,-1.3383,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-0.9143,1.8147,-1.3383,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-0.9143,1.8147,-1.3383,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-0.1153,1.0337,-0.687,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-0.1153,1.0337,-0.687,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-0.1153,1.0337,-0.687,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
2.194,1.3579,-0.4947,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
2.194,1.3579,-0.4947,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
2.194,1.3579,-0.4947,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
1.0734,1.4077,-0.1977,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
1.0734,1.4077,-0.1977,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
1.0734,1.4077,-0.1977,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
1.5092,1.3375,0.2314,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
1.5092,1.3375,0.2314,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
1.5092,1.3375,0.2314,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-2.3403,1.5378,-0.1873,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-2.3403,1.5378,-0.1873,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-2.3403,1.5378,-0.1873,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
3.0166,1.8204,0.3147,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
3.0166,1.8204,0.3147,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
3.0166,1.8204,0.3147,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
1.0947,1.6226,0.6897,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
1.0947,1.6226,0.6897,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
1.0947,1.6226,0.6897,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-1.3124,1.6762,0.64,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-1.3124,1.6762,0.64,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-1.3124,1.6762,0.64,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-3.5743,2.1844,0.2076,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-3.5743,2.1844,0.2076,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-3.5743,2.1844,0.2076,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
2.1842,2.1833,0.2064,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
2.1842,2.1833,0.2064,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
2.1842,2.1833,0.2064,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-0.0557,2.159,0.0652,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-0.0557,2.159,0.0652,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-0.0557,2.159,0.0652,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
2.9526,2.326,0.2457,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
2.9526,2.326,0.2457,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
2.9526,2.326,0.2457,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-2.2186,2.3094,0.2609,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-2.2186,2.3094,0.2609,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-2.2186,2.3094,0.2609,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
0.0,2.0616,-0.1162,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
0.0,2.0616,-0.1162,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
0.0,2.0616,-0.1162,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-1.1068,2.0283,-0.3914,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-1.1068,2.0283,-0.3914,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-1.1068,2.0283,-0.3914,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
1.7348,2.1043,-0.0105,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
1.7348,2.1043,-0.0105,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
1.7348,2.1043,-0.0105,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
0.44,1.6167,0.4913,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
0.44,1.6167,0.4913,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
0.44,1.6167,0.4913,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
0.0,1.487,0.2183,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
0.0,1.487,0.2183,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
0.0,1.487,0.2183,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
1.6977,1.558,0.4375,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
1.6977,1.558,0.4375,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
1.6977,1.558,0.4375,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-0.2693,1.2397,0.0347,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-0.2693,1.2397,0.0347,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-0.2693,1.2397,0.0347,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
3.8337,1.4608,0.7913,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
3.8337,1.4608,0.7913,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
3.8337,1.4608,0.7913,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
2.0281,1.4774,1.0448,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
2.0281,1.4774,1.0448,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
2.0281,1.4774,1.0448,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
0.7136,1.2514,1.2723,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
0.7136,1.2514,1.2723,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
0.7136,1.2514,1.2723,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
0.1518,1.2872,1.0744,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
0.1518,1.2872,1.0744,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
0.1518,1.2872,1.0744,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
0.9096,1.2675,1.1332,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
0.9096,1.2675,1.1332,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
0.9096,1.2675,1.1332,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
1.7526,1.2025,1.3522,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
1.7526,1.2025,1.3522,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
1.7526,1.2025,1.3522,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-0.408,1.3225,1.089,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-0.408,1.3225,1.089,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-0.408,1.3225,1.089,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-5.7671,2.631,0.4018,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-5.7671,2.631,0.4018,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-5.7671,2.631,0.4018,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
0.0,2.2892,-0.0774,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
0.0,2.2892,-0.0774,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
0.0,2.2892,-0.0774,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-1.2585,2.166,-0.4883,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-1.2585,2.166,-0.4883,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-1.2585,2.166,-0.4883,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
0.2655,2.1399,-0.5443,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
0.2655,2.1399,-0.5443,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
0.2655,2.1399,-0.5443,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-2.2172,2.1865,-0.8404,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-2.2172,2.1865,-0.8404,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-2.2172,2.1865,-0.8404,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
1.5091,2.2544,-0.7654,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
1.5091,2.2544,-0.7654,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
1.5091,2.2544,-0.7654,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
4.4824,2.7597,-0.4242,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
4.4824,2.7597,-0.4242,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
4.4824,2.7597,-0.4242,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
0.0,2.7633,-0.3732,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
0.0,2.7633,-0.3732,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
0.0,2.7633,-0.3732,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-2.094,2.0392,0.0859,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-2.094,2.0392,0.0859,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-2.094,2.0392,0.0859,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-1.8779,2.1411,-0.1488,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-1.8779,2.1411,-0.1488,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-1.8779,2.1411,-0.1488,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-3.0303,2.3279,-0.3703,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-3.0303,2.3279,-0.3703,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-3.0303,2.3279,-0.3703,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-1.6447,2.3483,-0.6091,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-1.6447,2.3483,-0.6091,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-1.6447,2.3483,-0.6091,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
3.233,2.5637,0.0722,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
3.233,2.5637,0.0722,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
3.233,2.5637,0.0722,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
-2.1598,2.5936,-0.3864,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
-2.1598,2.5936,-0.3864,1.1243,0.5379,28.6136,16.4514,-1.1898,-0.0204,3.4234,LOW
-2.1598,2.5936,-0.3864,23.6329,0.8029,-8.7971,25.5857,21.3188,0.2446,-33.9873,LOW
2.7594,2.2258,-0.6018,0.0,0.3657,40.5086,-17.9229,-2.3141,-0.1926,15.3184,MEDIUM_HIGH
